Customer_ID,Age,Gender,Income,Spending_Score,Education_Level,Marital_Status,Purchase_Amount,Num_Transactions,Product_Category,Loyalty_Score,Customer_Tenure
24189,37,Female,55438,95,PhD,Married,4061.91,34,Electronics,40,1
24190,43,Male,82316,88,Bachelor's,Married,3664.62,13,Furniture,52,7
24191,32,Male,102844,43,Master's,Divorced,1486.88,13,Electronics,86,12
24192,24,Male,115396,62,Master's,Divorced,1158.16,40,Electronics,45,7
24193,24,Male,83606,37,High School,Married,2148.84,41,Clothing,52,11
24194,67,Female,37920,2,High School,Single,4665.44,17,Beauty,67,5
24195,46,Male,67435,63,High School,Married,854.87,38,Furniture,52,14
24196,40,Female,29792,74,High School,Married,1554.02,30,Furniture,32,12
24197,51,Male,52087,43,Bachelor's,Single,420.18,6,Electronics,12,2
24198,37,Male,71376,30,Master's,Married,3148.89,36,Beauty,54,1
24199,32,Female,78470,39,Master's,Married,720.88,17,Electronics,90,11
24200,50,Female,75158,66,High School,Married,1849.61,20,Electronics,8,1
24201,34,Female,73048,3,Master's,Single,3202.47,4,Clothing,25,9
24202,37,Male,20482,76,Master's,Married,3430.21,4,Groceries,57,8
24203,30,Male,90705,99,High School,Single,2774.95,45,Electronics,70,1
24204,61,Female,84173,1,Bachelor's,Divorced,634.04,6,Electronics,42,13
24205,41,Male,118569,1,Master's,Single,3685.06,30,Groceries,98,5
24206,64,Female,85407,29,Bachelor's,Divorced,1060.7,24,Groceries,61,6
24207,54,Female,91383,9,Master's,Divorced,3366.44,21,Electronics,37,6
24208,24,Female,64122,12,Master's,Married,4077.87,16,Furniture,59,11
24209,25,Male,81702,57,High School,Single,1693.46,47,Electronics,41,10
24210,40,Female,32685,12,Master's,Divorced,1840.86,41,Electronics,89,1
24211,31,Female,72962,74,High School,Divorced,4122.84,33,Furniture,14,13
24212,21,Female,51466,22,High School,Divorced,3454.64,17,Electronics,8,13
24213,38,Male,23378,83,Bachelor's,Married,2923.34,42,Electronics,45,1
24214,63,Male,73942,77,PhD,Married,1601.16,17,Electronics,29,1
24215,27,Female,85148,39,PhD,Single,2828.44,43,Beauty,59,11
24216,39,Male,98187,84,Bachelor's,Divorced,3765.72,42,Furniture,52,13
24217,47,Male,112346,50,PhD,Divorced,470.67,43,Beauty,63,4
24218,47,Male,49000,60,High School,Single,2550.8,9,Groceries,50,5
24219,33,Male,35353,36,Master's,Divorced,928.9,2,Electronics,85,8
24220,28,Male,91462,90,Master's,Divorced,4985.6,8,Furniture,8,7
24221,39,Male,108494,88,Master's,Married,2312.31,20,Electronics,92,9
24222,46,Male,68160,62,High School,Married,1083.73,33,Beauty,16,14
24223,42,Female,68165,79,PhD,Divorced,1858.13,42,Clothing,77,9
24224,31,Male,24831,58,Master's,Married,422.97,4,Beauty,42,5
24225,31,Female,100404,58,Master's,Divorced,2780.79,39,Beauty,33,13
24226,19,Female,63588,40,Master's,Divorced,3722.72,33,Beauty,66,4
24227,30,Male,111050,44,Bachelor's,Divorced,3660.09,7,Clothing,36,3
24228,20,Female,83754,99,Master's,Divorced,4449.63,1,Electronics,93,9
24229,47,Female,108540,84,Bachelor's,Divorced,2887.36,25,Clothing,46,8
24230,35,Female,95133,63,Bachelor's,Married,3686.53,10,Electronics,70,1
24231,53,Female,55271,23,High School,Married,3675.93,45,Furniture,95,7
24232,38,Male,20730,21,Master's,Married,883.92,48,Electronics,4,6
24233,36,Male,96855,16,Master's,Divorced,2924.49,47,Electronics,11,8
24234,33,Female,91149,98,Master's,Single,3949.72,19,Furniture,58,7
24235,45,Female,30024,68,Master's,Divorced,3843.68,12,Clothing,11,2
24236,21,Female,30602,8,Master's,Married,2284.96,36,Furniture,92,14
24237,68,Male,39754,46,Master's,Divorced,370.81,12,Beauty,46,3
24238,32,Female,95315,18,Master's,Married,2838.2,32,Electronics,36,1
24239,18,Male,84500,23,Master's,Single,3110.12,9,Groceries,44,10
24240,65,Male,98379,82,Master's,Divorced,3277.44,20,Beauty,28,10
24241,64,Female,67237,37,Master's,Divorced,4307.87,27,Electronics,55,9
24242,33,Female,79538,64,Bachelor's,Single,4323.4,27,Electronics,45,3
24243,37,Male,69001,80,Bachelor's,Married,4430.45,25,Electronics,29,5
24244,50,Female,51119,90,Bachelor's,Divorced,3392.25,6,Clothing,99,13
24245,34,Female,45994,90,PhD,Single,131.78,14,Furniture,86,1
24246,22,Female,88451,82,Bachelor's,Single,2853.38,23,Beauty,84,2
24247,22,Male,57467,51,High School,Married,1475.18,24,Furniture,48,13
24248,56,Female,102924,35,PhD,Single,2195.05,47,Clothing,84,4
24249,30,Male,89235,20,High School,Divorced,753.55,42,Furniture,84,7
24250,61,Female,72310,20,Master's,Divorced,3447.12,41,Electronics,83,11
24251,53,Male,49090,32,Master's,Single,3042.46,33,Furniture,67,10
24252,47,Male,31323,75,Master's,Single,2721.55,20,Beauty,76,8
24253,21,Female,83138,63,Master's,Married,2165.81,16,Electronics,21,5
24254,40,Male,53274,77,High School,Single,1950.96,19,Furniture,56,5
24255,38,Female,34992,98,High School,Divorced,2186.54,33,Furniture,51,2
24256,38,Female,67270,13,Master's,Divorced,3197.09,8,Beauty,19,2
24257,23,Female,41994,92,High School,Married,987.49,21,Furniture,82,9
24258,41,Female,108195,71,Master's,Single,247.96,27,Furniture,30,14
24259,64,Female,33487,97,PhD,Married,1920.14,28,Furniture,71,4
24260,48,Female,35814,86,Bachelor's,Divorced,802.96,5,Clothing,80,2
24261,36,Male,85873,27,PhD,Married,3231.69,31,Beauty,6,3
24262,55,Male,113684,95,High School,Single,2909.73,3,Electronics,14,7
24263,29,Female,43403,40,Bachelor's,Single,4983.16,29,Electronics,40,3
24264,31,Male,44637,70,Master's,Divorced,132.49,49,Electronics,27,1
24265,67,Female,117406,59,High School,Divorced,3226.87,12,Groceries,73,2
24266,29,Female,48694,29,PhD,Single,2156.51,26,Beauty,97,12
24267,32,Male,66267,30,PhD,Married,4957.0,47,Clothing,66,5
24268,36,Male,76987,87,Bachelor's,Divorced,3320.63,12,Clothing,14,10
24269,45,Female,83203,35,PhD,Single,3771.7,41,Electronics,4,14
24270,57,Female,119493,96,Bachelor's,Divorced,4835.43,17,Clothing,22,12
24271,58,Female,51570,55,High School,Married,650.75,31,Electronics,1,11
24272,22,Female,39441,69,Master's,Married,4414.7,20,Beauty,18,1
24273,22,Male,106073,3,High School,Married,1571.44,38,Furniture,83,2
24274,23,Male,38874,42,High School,Married,1969.43,43,Electronics,15,14
24275,40,Female,76305,39,High School,Divorced,4364.2,22,Electronics,29,6
24276,20,Male,54302,44,High School,Divorced,2944.78,9,Clothing,28,14
24277,54,Male,56372,79,Bachelor's,Divorced,2939.67,6,Beauty,6,7
24278,50,Male,80386,66,Master's,Divorced,2113.73,27,Furniture,4,13
24279,60,Male,78929,55,Master's,Single,364.28,18,Furniture,55,13
24280,38,Female,39329,31,PhD,Single,3521.95,4,Clothing,75,2
24281,37,Female,106770,33,Bachelor's,Single,4004.28,27,Beauty,37,4
24282,18,Female,34672,97,PhD,Single,3770.06,13,Groceries,30,7
24283,56,Male,109930,14,High School,Divorced,4059.65,14,Furniture,15,9
24284,64,Male,32556,94,High School,Married,1875.84,29,Beauty,92,5
24285,34,Female,117256,98,PhD,Married,4632.07,24,Groceries,21,12
24286,46,Female,40699,49,PhD,Married,4856.31,10,Clothing,92,11
24287,25,Female,105008,29,Bachelor's,Divorced,4100.54,29,Furniture,30,3
24288,43,Female,39764,8,Master's,Single,3993.35,36,Groceries,42,12
24289,45,Male,50807,77,Bachelor's,Divorced,3978.34,31,Electronics,14,12
24290,51,Female,55820,49,Bachelor's,Divorced,1176.31,46,Groceries,55,3
24291,43,Female,104449,16,Bachelor's,Married,2265.59,22,Electronics,37,3
24292,30,Female,34320,89,High School,Divorced,683.63,5,Electronics,88,6
24293,61,Male,47277,60,PhD,Single,2403.95,3,Beauty,14,9
24294,54,Male,50917,40,PhD,Divorced,2328.82,3,Beauty,43,4
24295,30,Female,80328,33,PhD,Married,332.07,8,Groceries,75,9
24296,55,Male,31447,3,High School,Single,3361.34,27,Electronics,58,7
24297,42,Male,22899,13,High School,Married,567.52,40,Electronics,53,14
24298,64,Female,47030,46,Master's,Married,3065.22,2,Clothing,53,12
24299,40,Female,91339,77,PhD,Single,2056.43,48,Groceries,46,13
24300,39,Male,118719,26,PhD,Married,3934.59,1,Electronics,9,6
24301,38,Female,115345,34,PhD,Single,4814.47,13,Furniture,98,9
24302,47,Male,39798,11,High School,Married,2366.68,38,Beauty,10,10
24303,28,Male,71582,33,PhD,Divorced,2227.64,42,Electronics,15,14
24304,21,Male,101401,85,PhD,Married,998.92,13,Groceries,73,9
24305,50,Male,81523,87,High School,Married,409.12,4,Electronics,83,14
24306,64,Female,36036,40,High School,Married,1679.08,30,Clothing,27,8
24307,29,Female,80205,85,Master's,Divorced,2393.0,35,Furniture,98,7
24308,26,Female,34335,39,High School,Divorced,3902.94,21,Electronics,84,5
24309,49,Female,53386,46,Bachelor's,Single,166.93,26,Clothing,25,4
24310,28,Male,36980,82,Bachelor's,Married,3097.46,2,Groceries,77,7
24311,54,Male,39712,75,Bachelor's,Married,2114.55,30,Groceries,52,8
24312,41,Male,34700,81,PhD,Single,937.27,7,Groceries,34,13
24313,24,Male,111301,42,High School,Single,2663.88,17,Clothing,66,2
24314,25,Female,23937,1,PhD,Married,4441.31,32,Groceries,81,4
24315,50,Male,78268,67,High School,Single,883.18,12,Electronics,10,13
24316,42,Male,111841,69,High School,Married,4344.37,22,Furniture,68,7
24317,18,Female,57779,24,PhD,Single,687.56,44,Groceries,94,8
24318,20,Female,92745,39,Master's,Divorced,4613.35,21,Clothing,94,12
24319,57,Male,107608,96,High School,Single,4803.44,24,Beauty,87,3
24320,45,Male,103179,82,Bachelor's,Divorced,3433.09,48,Groceries,39,1
24321,60,Female,37266,54,Bachelor's,Divorced,470.0,22,Furniture,10,4
24322,50,Female,94572,48,High School,Single,2354.75,35,Electronics,54,5
24323,63,Female,35879,20,Bachelor's,Married,2390.5,1,Groceries,99,4
24324,18,Male,74486,2,High School,Married,1260.42,33,Electronics,81,14
24325,55,Male,46682,8,Bachelor's,Divorced,4313.71,30,Beauty,29,5
24326,44,Male,96527,66,Master's,Married,423.95,33,Furniture,75,4
24327,55,Female,29610,43,Bachelor's,Married,1403.34,14,Clothing,16,8
24328,52,Female,79734,82,High School,Divorced,395.38,15,Furniture,91,3
24329,27,Female,109331,74,PhD,Married,962.23,41,Electronics,36,4
24330,29,Male,63555,67,PhD,Single,1212.8,23,Electronics,86,7
24331,27,Male,24379,44,Bachelor's,Divorced,4441.32,26,Groceries,11,1
24332,51,Female,36464,2,Master's,Divorced,229.99,16,Clothing,91,14
24333,41,Female,92192,34,Bachelor's,Single,2479.84,20,Groceries,8,12
24334,45,Female,74620,6,PhD,Divorced,1536.63,31,Beauty,90,11
24335,39,Male,94163,47,PhD,Single,4564.4,1,Electronics,49,10
24336,62,Male,20770,51,PhD,Married,135.68,18,Beauty,3,5
24337,33,Female,86828,21,High School,Married,1055.32,33,Furniture,27,8
24338,30,Female,55094,80,PhD,Single,4019.83,49,Furniture,42,10
24339,53,Male,37110,80,Master's,Single,2699.75,49,Electronics,58,1
24340,53,Female,109377,61,PhD,Married,1813.68,40,Clothing,18,3
24341,60,Female,38073,66,PhD,Married,3624.09,48,Groceries,44,8
24342,40,Female,56612,16,PhD,Married,4495.25,11,Electronics,31,7
24343,31,Male,62887,32,PhD,Married,1768.21,18,Electronics,8,2
24344,49,Male,108656,38,Bachelor's,Married,1903.1,12,Clothing,99,6
24345,20,Male,44216,16,Bachelor's,Married,3525.12,20,Groceries,16,6
24346,44,Male,24566,55,High School,Single,3100.97,6,Clothing,13,13
24347,36,Male,49110,8,Bachelor's,Divorced,3528.89,49,Furniture,57,7
24348,39,Male,111675,63,Bachelor's,Married,3219.36,11,Beauty,94,11
24349,18,Male,79361,27,High School,Single,723.39,12,Beauty,17,5
24350,22,Female,89383,4,Bachelor's,Divorced,630.46,24,Furniture,25,5
24351,66,Female,111882,53,Master's,Single,3295.38,10,Beauty,79,5
24352,50,Male,104859,32,High School,Divorced,703.11,28,Beauty,99,6
24353,68,Female,70450,85,Master's,Married,517.59,43,Furniture,85,2
24354,36,Male,71340,14,Master's,Single,1671.45,16,Furniture,33,7
24355,53,Male,81337,69,Master's,Single,4546.96,28,Clothing,48,9
24356,68,Male,31570,88,High School,Married,3653.89,39,Groceries,93,7
24357,23,Female,51493,94,Bachelor's,Divorced,1695.76,12,Beauty,64,10
24358,32,Male,96044,85,Bachelor's,Divorced,1727.94,15,Groceries,80,5
24359,53,Female,105488,94,High School,Married,1053.59,18,Clothing,33,6
24360,50,Male,88088,24,High School,Single,2222.09,45,Groceries,24,13
24361,41,Female,106262,87,Master's,Married,3440.23,41,Clothing,39,9
24362,44,Male,88438,32,Bachelor's,Divorced,4678.53,31,Groceries,56,9
24363,66,Female,114073,90,Bachelor's,Divorced,723.05,41,Beauty,70,9
24364,28,Male,32394,58,Master's,Single,609.34,47,Electronics,99,9
24365,66,Female,25056,56,PhD,Divorced,1002.36,12,Beauty,71,3
24366,40,Female,52298,20,PhD,Divorced,2910.18,32,Electronics,83,13
24367,50,Female,84702,98,PhD,Divorced,3311.38,6,Groceries,95,13
24368,58,Male,78550,2,Bachelor's,Married,229.85,38,Furniture,21,12
24369,63,Female,73453,73,PhD,Divorced,4910.9,44,Groceries,41,12
24370,64,Male,113039,45,High School,Single,3995.16,21,Furniture,15,11
24371,46,Male,59622,15,Master's,Married,1228.9,21,Beauty,44,6
24372,48,Female,56452,2,Master's,Married,3161.1,18,Electronics,7,9
24373,18,Female,30280,65,PhD,Single,3059.11,36,Clothing,51,1
24374,51,Female,50122,47,High School,Single,3263.43,37,Clothing,63,8
24375,35,Female,20702,85,High School,Married,4580.8,29,Groceries,85,7
24376,35,Male,39793,73,PhD,Married,411.04,29,Beauty,12,11
24377,23,Female,63528,41,PhD,Divorced,3744.42,32,Clothing,90,5
24378,69,Female,30981,91,PhD,Single,4951.75,25,Clothing,31,11
24379,57,Male,24755,38,High School,Divorced,4480.29,31,Groceries,84,1
24380,18,Female,72760,52,High School,Divorced,2163.39,16,Groceries,35,9
24381,64,Male,22333,50,Master's,Single,3203.66,27,Clothing,19,1
24382,59,Female,107423,20,High School,Single,1554.15,39,Groceries,49,11
24383,47,Female,102503,86,Bachelor's,Divorced,3495.75,43,Furniture,50,6
24384,21,Female,23608,17,High School,Divorced,2603.98,40,Groceries,94,3
24385,49,Female,34591,62,High School,Divorced,4279.48,47,Beauty,19,4
24386,27,Male,28285,50,PhD,Divorced,3764.97,14,Beauty,28,14
24387,60,Female,54252,66,High School,Divorced,197.14,49,Clothing,92,9
24388,22,Male,24126,63,Master's,Divorced,4866.89,12,Beauty,66,13
24389,26,Male,94335,79,Master's,Divorced,2020.2,19,Electronics,99,3
24390,22,Female,114780,9,PhD,Married,959.5,20,Groceries,64,7
24391,28,Female,119228,33,PhD,Divorced,4484.47,36,Electronics,29,4
24392,52,Female,30223,45,PhD,Single,3231.09,13,Furniture,90,8
24393,44,Female,58817,33,High School,Single,3474.66,47,Electronics,64,13
24394,21,Female,93234,4,Master's,Divorced,821.05,19,Furniture,90,8
24395,27,Male,91641,65,Bachelor's,Married,3894.04,25,Clothing,15,11
24396,56,Male,63667,9,Bachelor's,Married,3807.14,21,Clothing,51,10
24397,50,Female,100845,72,Bachelor's,Divorced,4899.99,1,Beauty,90,1
24398,55,Female,29450,80,Bachelor's,Divorced,3412.19,5,Beauty,87,12
24399,25,Male,73532,93,Master's,Married,572.12,7,Clothing,96,6
24400,66,Male,40819,74,Bachelor's,Married,1958.94,24,Clothing,86,6
24401,41,Female,106552,23,Master's,Divorced,558.53,9,Electronics,78,13
24402,56,Male,110344,74,PhD,Married,2732.9,10,Electronics,43,12
24403,50,Female,25559,94,Master's,Divorced,1225.92,29,Groceries,64,14
24404,58,Male,51644,1,PhD,Divorced,383.13,15,Groceries,24,8
24405,60,Female,115473,16,High School,Divorced,2556.73,39,Groceries,36,9
24406,36,Female,83464,70,High School,Single,2095.07,45,Beauty,25,10
24407,19,Female,21320,19,Bachelor's,Divorced,665.95,5,Groceries,50,13
24408,28,Male,52897,34,High School,Married,4495.09,45,Furniture,24,4
24409,52,Male,42021,81,Bachelor's,Single,2050.3,39,Furniture,27,1
24410,34,Male,93955,60,Bachelor's,Married,3405.91,37,Clothing,65,5
24411,59,Male,24282,63,High School,Married,232.54,20,Groceries,53,4
24412,20,Female,25312,60,PhD,Single,635.87,37,Groceries,45,8
24413,39,Female,92990,49,High School,Single,3832.88,36,Groceries,88,3
24414,52,Male,73082,75,Bachelor's,Divorced,1350.63,34,Clothing,80,13
24415,38,Male,37772,93,Master's,Divorced,3288.05,31,Beauty,33,1
24416,42,Female,31364,99,High School,Single,4286.97,25,Electronics,31,10
24417,56,Female,92749,60,Master's,Divorced,4268.66,22,Furniture,21,4
24418,19,Male,63579,28,PhD,Single,3543.09,14,Furniture,56,9
24419,18,Male,54349,77,Master's,Divorced,3685.57,5,Beauty,79,12
24420,24,Male,48946,4,High School,Single,470.16,43,Furniture,25,7
24421,37,Female,41760,52,Bachelor's,Married,3838.93,18,Beauty,91,5
24422,60,Female,40497,80,Master's,Divorced,754.72,21,Furniture,30,1
24423,23,Female,50598,54,Bachelor's,Divorced,3591.29,23,Beauty,42,11
24424,53,Female,73104,34,High School,Single,2991.28,10,Beauty,57,1
24425,68,Male,98239,85,PhD,Married,577.07,10,Beauty,97,7
24426,38,Female,112386,16,High School,Married,2473.52,44,Furniture,92,11
24427,68,Male,46938,84,PhD,Married,3774.94,2,Electronics,39,2
24428,63,Female,102912,35,High School,Married,2038.93,11,Furniture,32,5
24429,52,Male,119083,36,Master's,Married,4630.42,40,Beauty,61,12
24430,53,Male,112332,81,Master's,Single,3309.86,1,Beauty,57,1
24431,25,Female,50359,37,Bachelor's,Single,802.1,3,Beauty,92,9
24432,67,Male,114645,87,PhD,Single,1015.21,7,Groceries,31,8
24433,21,Male,80494,46,High School,Divorced,1490.14,42,Groceries,81,13
24434,60,Female,67327,54,High School,Divorced,4276.15,30,Clothing,85,9
24435,33,Male,56119,35,High School,Married,4038.58,28,Groceries,33,1
24436,20,Female,52688,55,Bachelor's,Divorced,3288.26,2,Beauty,35,14
24437,24,Female,33017,6,Bachelor's,Married,3688.91,2,Furniture,41,10
24438,19,Female,26420,65,High School,Divorced,4139.56,3,Electronics,73,9
24439,18,Male,87269,65,PhD,Single,3613.99,44,Clothing,9,3
24440,18,Male,34485,3,Master's,Married,2389.53,33,Groceries,41,14
24441,55,Female,71833,45,Master's,Divorced,1647.54,7,Groceries,98,8
24442,68,Female,54924,51,High School,Married,4383.16,44,Furniture,43,12
24443,24,Male,89350,79,PhD,Single,2998.51,33,Electronics,21,12
24444,41,Female,77060,73,Master's,Divorced,1994.62,2,Clothing,58,13
24445,22,Female,63722,98,High School,Single,2038.14,27,Furniture,98,14
24446,38,Female,111940,25,High School,Single,2190.74,46,Furniture,12,12
24447,45,Male,31550,81,High School,Married,1403.28,19,Clothing,20,2
24448,35,Male,31552,55,High School,Married,1214.89,3,Electronics,75,9
24449,41,Male,65932,72,PhD,Married,2854.4,35,Groceries,84,10
24450,49,Female,81515,66,High School,Divorced,246.91,20,Clothing,87,3
24451,62,Female,99258,6,Bachelor's,Divorced,349.89,11,Furniture,55,3
24452,50,Female,99949,23,Bachelor's,Single,4345.36,42,Furniture,40,4
24453,27,Female,22814,50,PhD,Married,1174.48,30,Electronics,57,5
24454,26,Male,72096,77,Master's,Married,266.17,30,Furniture,19,2
24455,66,Male,68703,97,High School,Single,4957.56,49,Furniture,15,9
24456,50,Female,49689,10,High School,Divorced,1108.36,47,Beauty,7,1
24457,50,Male,39564,35,Master's,Married,2443.57,17,Beauty,32,2
24458,24,Female,66705,86,Master's,Single,4256.83,37,Groceries,95,13
24459,21,Female,87440,77,Master's,Single,3619.38,27,Electronics,72,10
24460,45,Male,37639,69,Bachelor's,Divorced,1775.05,40,Clothing,44,12
24461,40,Male,68604,70,Master's,Divorced,847.07,35,Clothing,87,9
24462,49,Female,116089,12,Bachelor's,Divorced,3072.42,23,Furniture,48,8
24463,61,Female,75984,87,Bachelor's,Divorced,2306.66,2,Clothing,33,5
24464,33,Male,93776,49,Bachelor's,Single,343.35,22,Electronics,42,1
24465,63,Male,20179,47,Bachelor's,Single,2312.7,39,Beauty,92,1
24466,27,Male,98150,93,Bachelor's,Single,835.42,13,Beauty,17,2
24467,31,Female,73919,95,Bachelor's,Divorced,2931.63,6,Clothing,40,9
24468,56,Male,62601,2,High School,Divorced,4972.0,5,Electronics,93,11
24469,53,Male,93526,86,PhD,Single,465.83,49,Furniture,76,12
24470,51,Male,81552,18,Bachelor's,Single,3372.84,31,Clothing,94,6
24471,41,Female,33561,24,PhD,Divorced,4808.91,20,Groceries,53,8
24472,35,Male,69681,14,Master's,Divorced,1605.04,29,Furniture,82,9
24473,33,Male,64154,38,Bachelor's,Single,3133.94,31,Electronics,80,12
24474,58,Male,58869,41,Master's,Divorced,4904.68,46,Beauty,52,5
24475,54,Male,89562,34,High School,Divorced,3094.11,37,Clothing,45,4
24476,58,Female,75068,68,PhD,Married,4246.81,7,Beauty,5,1
24477,42,Male,99519,74,Master's,Single,4932.84,22,Clothing,26,4
24478,25,Female,65552,72,High School,Divorced,4585.05,2,Beauty,91,8
24479,41,Male,104563,38,Bachelor's,Single,4497.09,21,Beauty,37,7
24480,37,Male,85310,91,Bachelor's,Divorced,3712.71,18,Clothing,57,12
24481,65,Male,112842,63,High School,Single,2237.37,38,Clothing,68,12
24482,47,Male,94408,30,PhD,Married,2655.81,9,Clothing,28,12
24483,37,Male,57767,67,Master's,Divorced,661.47,18,Electronics,69,8
24484,35,Male,76106,39,Master's,Married,1418.85,24,Groceries,67,3
24485,21,Female,89767,29,PhD,Single,1398.5,49,Furniture,7,1
24486,65,Female,107676,96,High School,Married,2286.19,36,Clothing,10,2
24487,53,Female,27688,42,PhD,Married,3596.6,42,Groceries,95,7
24488,23,Female,107469,49,PhD,Divorced,877.79,27,Furniture,54,14
24489,20,Female,118617,88,PhD,Single,3024.99,14,Beauty,15,10
24490,35,Male,105213,92,High School,Single,4595.3,40,Electronics,20,7
24491,64,Male,44925,95,Bachelor's,Single,1764.28,2,Groceries,78,10
24492,57,Male,35591,19,PhD,Married,1961.95,30,Furniture,23,1
24493,35,Male,76623,29,High School,Single,845.2,21,Beauty,55,5
24494,40,Female,33161,80,Bachelor's,Divorced,3330.81,26,Clothing,9,7
24495,52,Female,80042,33,PhD,Single,2758.67,33,Beauty,83,8
24496,23,Male,44447,99,Master's,Single,3781.48,39,Clothing,57,3
24497,43,Male,40964,87,PhD,Married,4833.72,23,Electronics,42,8
24498,38,Female,110441,82,Master's,Married,3681.73,27,Furniture,27,12
24499,41,Female,103872,39,Bachelor's,Single,973.79,40,Clothing,6,4
24500,32,Male,102364,37,Master's,Married,3846.48,37,Clothing,98,8
24501,44,Female,29303,13,PhD,Divorced,4163.57,14,Beauty,21,10
24502,49,Male,88878,17,Bachelor's,Married,3849.14,7,Groceries,52,11
24503,29,Male,95292,8,PhD,Married,4794.55,24,Clothing,72,14
24504,22,Female,93491,45,Bachelor's,Divorced,865.76,16,Beauty,87,14
24505,24,Female,103981,35,High School,Single,1646.64,48,Electronics,66,14
24506,39,Male,77852,17,PhD,Single,1779.35,14,Electronics,61,10
24507,44,Female,36932,75,High School,Divorced,3259.72,35,Beauty,72,1
24508,32,Female,52752,19,High School,Divorced,3865.92,15,Electronics,97,9
24509,56,Male,91139,50,Bachelor's,Divorced,1710.61,47,Clothing,74,13
24510,62,Male,36228,77,PhD,Divorced,4910.46,43,Beauty,2,14
24511,52,Male,29431,98,PhD,Married,4201.0,44,Groceries,13,2
24512,43,Female,94800,22,Bachelor's,Divorced,2182.96,14,Beauty,49,6
24513,40,Male,42250,84,High School,Married,835.25,9,Groceries,5,11
24514,30,Male,48579,36,High School,Divorced,2176.33,22,Clothing,66,9
24515,43,Male,60377,95,Bachelor's,Divorced,3748.74,14,Clothing,81,9
24516,20,Female,75310,31,High School,Divorced,1403.25,29,Groceries,68,11
24517,46,Female,118214,18,Bachelor's,Single,1945.52,1,Electronics,78,9
24518,19,Male,118820,92,PhD,Divorced,792.09,34,Furniture,45,13
24519,45,Female,41485,20,Master's,Single,4279.39,25,Electronics,55,3
24520,40,Female,76928,62,Bachelor's,Single,4271.71,5,Clothing,92,7
24521,53,Male,26886,34,Master's,Married,1245.03,30,Electronics,18,14
24522,66,Female,96780,22,Master's,Married,2663.85,41,Clothing,77,11
24523,23,Female,79180,50,Bachelor's,Divorced,268.68,17,Furniture,34,5
24524,28,Male,74144,72,Master's,Single,4526.68,5,Clothing,29,12
24525,55,Female,91982,93,High School,Divorced,4375.61,4,Clothing,68,6
24526,51,Female,119303,22,High School,Single,3668.37,4,Clothing,34,11
24527,34,Female,104984,3,High School,Married,4936.51,33,Electronics,57,3
24528,20,Female,73383,45,Master's,Single,4163.65,42,Beauty,7,13
24529,61,Female,93965,2,Bachelor's,Married,1595.08,26,Electronics,1,6
24530,63,Male,64597,73,Bachelor's,Married,2126.66,40,Clothing,55,11
24531,51,Male,77430,73,Bachelor's,Married,4411.81,30,Electronics,99,10
24532,39,Female,38659,26,High School,Married,2698.13,24,Groceries,19,8
24533,46,Male,117228,59,Bachelor's,Single,3946.45,5,Furniture,88,4
24534,46,Male,49101,1,High School,Divorced,1327.07,14,Furniture,31,1
24535,22,Male,64305,53,High School,Single,2673.56,48,Clothing,68,6
24536,27,Male,103523,57,PhD,Single,2289.25,49,Groceries,60,8
24537,27,Female,83174,80,PhD,Single,158.36,48,Beauty,86,9
24538,26,Female,28789,43,High School,Divorced,622.26,18,Electronics,41,8
24539,38,Female,25994,18,High School,Divorced,3453.52,13,Electronics,51,8
24540,30,Male,47114,39,Bachelor's,Single,3604.91,15,Electronics,41,4
24541,27,Female,101739,31,High School,Single,1898.01,34,Electronics,17,13
24542,55,Male,113591,46,High School,Married,642.54,16,Clothing,58,2
24543,28,Female,91470,1,Master's,Single,179.53,37,Beauty,17,13
24544,21,Female,22084,46,PhD,Married,3556.98,11,Clothing,64,9
24545,63,Male,48871,1,Bachelor's,Married,3006.15,4,Beauty,46,14
24546,48,Female,119795,56,Bachelor's,Divorced,3353.93,42,Furniture,28,1
24547,66,Male,38474,46,PhD,Divorced,867.09,43,Electronics,99,14
24548,69,Female,68337,88,High School,Divorced,666.2,7,Electronics,44,1
24549,51,Male,119608,55,High School,Divorced,2333.18,21,Furniture,56,10
24550,59,Male,55569,56,Master's,Single,1066.91,18,Furniture,3,6
24551,52,Male,36214,78,PhD,Single,2236.98,24,Groceries,69,4
24552,56,Female,67589,23,PhD,Divorced,3984.23,35,Clothing,69,12
24553,56,Female,88241,48,High School,Divorced,1102.9,17,Beauty,47,10
24554,50,Male,116178,62,High School,Married,1809.52,47,Clothing,30,14
24555,25,Male,63722,8,Master's,Single,3856.9,29,Furniture,83,14
24556,49,Male,67034,66,Bachelor's,Divorced,2085.56,42,Clothing,33,8
24557,50,Female,60102,5,Bachelor's,Single,2901.45,38,Beauty,58,1
24558,25,Male,69485,38,High School,Single,1127.24,44,Groceries,2,7
24559,63,Female,28047,97,PhD,Divorced,4363.85,43,Furniture,20,5
24560,31,Female,103197,4,Master's,Married,1681.79,26,Furniture,62,11
24561,51,Female,119157,39,High School,Single,2372.26,10,Groceries,25,13
24562,25,Male,48908,8,Bachelor's,Single,1066.93,13,Beauty,98,6
24563,68,Female,109509,93,Bachelor's,Married,1116.15,5,Electronics,21,13
24564,59,Male,92374,93,Master's,Single,2245.11,44,Clothing,37,10
